method,n,seed,episode,edge_count,optimal_edge_count,optimality_ratio,absolute_gap,exact_optimum,turan_isomorphic,constraint_violations,terminal_maximal,episode_length,inference_time_seconds,parameter_count,checkpoint
mlp,6,0,25,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,26,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,27,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,28,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,29,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,30,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,31,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,32,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,33,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,34,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,35,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,36,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,37,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,38,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,39,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,40,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,41,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,42,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,43,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,44,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,45,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,46,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,47,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,48,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,49,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,50,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,51,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,52,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,53,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,54,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,55,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,56,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,57,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,58,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,59,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,60,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,61,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,62,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,63,9,9,1.0,0,1,1,0,1,9,0.0005315507812611031,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,64,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,65,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,66,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,67,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,68,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,69,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,70,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,71,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,72,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,73,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,74,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,75,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,76,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,77,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,78,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,79,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,80,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,81,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,82,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,83,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,84,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,85,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,86,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,87,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,88,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,89,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,90,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,91,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,92,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,93,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,94,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,95,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,96,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,97,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,98,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,99,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,100,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,101,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,102,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,103,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,104,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,105,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,106,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,107,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,108,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,109,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,110,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,111,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,112,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,113,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,114,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,115,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,116,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,117,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,118,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,119,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,120,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,121,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,122,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,123,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,124,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,125,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,126,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,127,9,9,1.0,0,1,1,0,1,9,0.0005331959687566723,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,128,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,129,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,130,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,131,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,132,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,133,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,134,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,135,8,9,0.8888888888888888,1,0,0,0,1,8,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,136,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,137,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,138,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,139,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,140,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,141,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,142,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,143,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,144,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,145,8,9,0.8888888888888888,1,0,0,0,1,8,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,146,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,147,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,148,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,149,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,150,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,151,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,152,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,153,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,154,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,155,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,156,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,157,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,158,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,159,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,160,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,161,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,162,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,163,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,164,8,9,0.8888888888888888,1,0,0,0,1,8,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,165,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,166,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,167,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,168,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,169,8,9,0.8888888888888888,1,0,0,0,1,8,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,170,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,171,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,172,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,173,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,174,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,175,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,176,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,177,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,178,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,179,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,180,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,181,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,182,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,183,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,184,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,185,8,9,0.8888888888888888,1,0,0,0,1,8,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,186,8,9,0.8888888888888888,1,0,0,0,1,8,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,187,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,188,8,9,0.8888888888888888,1,0,0,0,1,8,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,189,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,190,8,9,0.8888888888888888,1,0,0,0,1,8,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,191,9,9,1.0,0,1,1,0,1,9,0.000570551421901655,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,192,9,9,1.0,0,1,1,0,1,9,0.000685744749944206,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,193,9,9,1.0,0,1,1,0,1,9,0.000685744749944206,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,194,9,9,1.0,0,1,1,0,1,9,0.000685744749944206,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,195,9,9,1.0,0,1,1,0,1,9,0.000685744749944206,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,196,9,9,1.0,0,1,1,0,1,9,0.000685744749944206,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,197,9,9,1.0,0,1,1,0,1,9,0.000685744749944206,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,198,9,9,1.0,0,1,1,0,1,9,0.000685744749944206,37990,runs/mvp-mlp-seed-0/best.pt
mlp,6,0,199,9,9,1.0,0,1,1,0,1,9,0.000685744749944206,37990,runs/mvp-mlp-seed-0/best.pt
untrained_gnn,6,0,0,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,1,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,2,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,3,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005627526093689994,38337,
untrained_gnn,6,0,4,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,5,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,6,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,7,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,8,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,9,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,10,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,11,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,12,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,13,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005627526093689994,38337,
untrained_gnn,6,0,14,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,15,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,16,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,17,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,18,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,19,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,20,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005627526093689994,38337,
untrained_gnn,6,0,21,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005627526093689994,38337,
untrained_gnn,6,0,22,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,23,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005627526093689994,38337,
untrained_gnn,6,0,24,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,25,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005627526093689994,38337,
untrained_gnn,6,0,26,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005627526093689994,38337,
untrained_gnn,6,0,27,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,28,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,29,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,30,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,31,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,32,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,33,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,34,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005627526093689994,38337,
untrained_gnn,6,0,35,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,36,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,37,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005627526093689994,38337,
untrained_gnn,6,0,38,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,39,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,40,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005627526093689994,38337,
untrained_gnn,6,0,41,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,42,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,43,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,44,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,45,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,46,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,47,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,48,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,49,9,9,1.0,0,1,1,0,1,9,0.0005627526093689994,38337,
untrained_gnn,6,0,50,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
untrained_gnn,6,0,51,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005627526093689994,38337,
